date,unemployment_change,vacancies_growth,gdp_growth,cpih_inflation,interest_change
2022-07-01,-19.99999999999997,0.9708737864077666,0.5982053838484713,7.317073170731736,0.0
2022-08-01,-10.000000000000009,0.9615384615384581,0.0,-2.272727272727282,0.5
2022-09-01,0.0,0.952380952380949,0.0,2.3255813953488413,0.5
2022-10-01,10.000000000000009,0.9433962264151052,-0.29732408325074955,9.090909090909083,0.0
2022-11-01,10.000000000000009,0.9345794392523255,0.0,-3.124999999999989,0.75
2022-12-01,0.0,0.92592592592593,0.0,-1.0752688172043112,0.5
2023-01-01,0.0,-0.917431192660545,0.09940357852884496,-4.347826086956507,0.0
2023-02-01,9.999999999999964,-0.92592592592593,0.0,0.0,0.5
2023-03-01,10.000000000000009,-0.9345794392523366,0.0,1.1363636363636243,0.25
2023-04-01,0.0,-1.8867924528301883,0.09930486593843213,-12.35955056179776,0.0
2023-05-01,10.000000000000009,-1.9230769230769273,0.0,1.2820512820512997,0.25
2023-06-01,20.000000000000018,-1.9607843137254943,0.0,-7.594936708860766,0.5
2023-07-01,9.999999999999964,-2.0000000000000018,0.09920634920634885,-6.849315068493156,0.0
2023-08-01,0.0,-2.0408163265306145,0.0,-7.352941176470584,0.25
2023-09-01,-9.999999999999964,-2.083333333333337,0.0,-3.1746031746031744,0.0
2023-10-01,0.0,-2.127659574468088,0.09910802775023875,-24.590163934426236,0.0
2023-11-01,0.0,-2.1739130434782594,0.0,-6.521739130434778,0.0
2023-12-01,9.999999999999964,-2.2222222222222254,0.0,-6.976744186046513,0.0
2024-01-01,10.000000000000053,-2.2727272727272707,0.0990099009900991,5.000000000000004,0.0
2024-02-01,9.999999999999964,-2.3255813953488413,0.0,-7.142857142857151,0.0
2024-03-01,9.999999999999964,-2.3809523809523836,0.0,-17.948717948717942,0.0
2024-04-01,0.0,-2.4390243902439046,0.0,-6.25,0.0
2024-05-01,10.000000000000053,-2.500000000000002,0.0,0.0,0.0
2024-06-01,0.0,-2.564102564102566,0.0,3.3333333333333437,0.0
2024-07-01,9.999999999999964,-1.3157894736842146,0.1978239366963397,3.2258064516129004,0.0
2024-08-01,20.000000000000018,-1.3333333333333308,0.0,-3.125,-0.25
2024-09-01,9.999999999999964,-1.3513513513513487,0.0,-16.129032258064512,0.0
2024-10-01,0.0,-0.2739726027397249,0.29615004935834577,23.076923076923084,0.0
2024-11-01,10.000000000000053,-0.27472527472527375,0.0,9.375,-0.2023809520000004
2024-12-01,9.999999999999964,-0.27548209366391463,0.0,0.0,-0.04761904799999961
2025-01-01,0.0,-0.2762430939226568,0.5905511811023612,11.428571428571432,0.0
2025-02-01,0.0,-0.27700831024930483,0.0,-5.128205128205121,-0.21250000000000036
2025-03-01,-9.999999999999964,-0.2777777777777768,0.0,-8.108108108108114,-0.037499999999999645
2025-04-01,-20.000000000000018,-0.278551532033422,0.29354207436398383,20.58823529411764,0.0
2025-05-01,-29.999999999999982,1.3966480446927276,0.0,-2.4390243902438935,-0.20000000000000018
2025-06-01,0.0,-0.5509641873278182,0.0,2.499999999999991,-0.04999999999999982
2025-07-01,9.999999999999964,1.2465373961218829,0.09756097560975618,2.4390243902439046,0.0
2025-08-01,20.000000000000018,-0.8207934336525335,0.0,-2.3809523809523947,-0.20000000000000018
2025-09-01,9.999999999999964,0.0,0.0,0.0,-0.04999999999999982
